gene,signal
Elk1,0.071741
Nav1,-0.133685
Tnpo1,3e-05
Myod1,-0.000241
Otog,0.000178
Rnmt,0.075453
Kcnq1,-0.006131
Srp14,-0.061842
X6330409D20Rik,-0.002199
Cdk9,0.059888
Tor2a,-0.001413
Fpgs,0.000782
Mkl2,0.000576
Cbx5,-0.12068
Apobec3,0.214092
St6galnac1,2e-05
Taf7l,0.000222
Sardh,-0.002216
Vav2,-0.069564
Tex15,-0.025141
Ppp2cb,0.069061
G0s2,-0.132662
Dmap1,0.051299
Pla2g12b,0.042707
Mcu,-0.004221
Oit3,-0.060722
Tex11,-0.001815
Bcr,0.00207
Fxyd5,0.103863
Kcnd1,-0.000347
Tfcp2,-0.030444
Pou6f2,0.000211
Pou6f1,0.002243
Ubp1,0.049555
Nuak2,0.242011
Ick,0.000507
Sdhb,-0.002943
Cox4i2,-0.067126
Snap47,-0.114539
Wnt3a,-0.060195
Kdsr,0.02638
Vps4b,0.071448
Rps25,-0.01995
Nxf2,-4.1e-05
Taz,-0.059291
Kif19a,0.000673
Aldh3a2,-6.1e-05
Zmynd10,-0.052327
Tmem115,0.070034
Hyal2,-0.051276
Ifrd2,0.00056
Hyal1,-0.004723
Tusc2,-0.002974
Nprl2,-0.078193
Slc38a3,-0.001519
Cacna2d2,-0.000195
Rassf1,0.136618
Epn3,0.002907
Rnf112,-0.000837
Slc3a2,0.192587
Nxf1,-0.034917
Stx5a,0.003633
Slc47a1,-0.039079
Pifo,-0.003055
Tnfrsf13b,-0.003528
Spire2,-2e-06
Prox1,-0.000358
Raver1,0.000785
X2610507B11Rik,0.011971
AI597479,-0.001999
Tmem86a,-0.140533
Optc,0.000926
Tex14,0.001061
Ifi35,0.473191
Rdm1,-0.187795
Nedd8,-0.050296
Gosr1,0.085179
Mrpl52,0.099321
Spaca7,-0.000146
Kansl3,0.062545
Eya4,0.001726
Ebf3,-0.02315
Uckl1os,0.001807
Myt1,0.003595
Faf1,-0.057071
Gm266,-0.00051
Tsacc,-0.037759
Mettl16,-0.000369
Dazl,0.014892
Apol7a,0.011143
Pigyl,-0.09421
Rbm25,0.08186
Psen2,-0.000924
Acaa1b,-0.001031
Plcd1,0.009329
Fads1,-0.117028
Lmbr1,0.003305
Tnfrsf22,-0.000413
Cars,0.131297
Phlda2,-0.000244
Asz1,-2.7e-05
Wnt2,-0.125079
Gabra1,-0.000451
Grid2ip,0.000107
Kdelr3,-0.007135
Cfap97d1,4.3e-05
Apip,-0.000309
Pdhx,0.002923
Vac14,-0.002992
Mcoln2,0.158235
Slc5a1,0.044482
Akt1s1,0.07551
Tbrg1,0.240952
Panx3,-0.000233
Adssl1,-0.079428
Cfap161,-0.012728
Brf1,0.003383
Vipr2,-0.005283
Odc1,0.151374
Thg1l,0.001685
Adam19,0.046029
Pabpc4,-0.005131
Exoc3l2,-0.081161
Zfp296,0.072213
Plin5,0.133874
Sugp1,0.00177
Dhdh,-0.053687
Zfp790,-0.015413
Cpb1,-0.003571
Slc25a41,5.4e-05
Fsd1,-6.8e-05
Pinlyp,-0.022107
Fuz,-0.059384
Sptbn4,-0.000939
Pgam1,0.056132
Evi5,-0.057089
Evi5l,-0.059187
Snapc2,-0.00429
Git1,0.116428
Gltp,-0.113974
Bnip2,0.038834
Ccnt1,0.002147
Scarf2,-0.022333
X4930579F01Rik,1e-06
Brms1l,-0.061122
Med15,0.124427
Dhdds,-0.039923
Crybg2,0.006943
Ubxn11,-0.066236
Mogat1,0.001213
Tex22,9.6e-05
Wnt8a,3.1e-05
Tjap1,0.001338
Ehf,0.086067
Nanog,-0.001792
Rpl15,-0.02798
Tmem167,0.021168
Steap4,0.596232
Mplkip,-0.12163
Kif11,-0.10449
Rpa3,-0.172621
Mlkl,0.545032
Phox2b,-0.000793
Tnpo3,0.00022
Ttll5,-0.110872
Zfp715,-0.058187
Retn,0.008079
Acp4,-7.1e-05
Cdh23,0.002024
Rps5,-0.013711
Podnl1,-0.00046
Adgrl1,-0.121811
Amotl1,-0.000601
X2200002J24Rik,-0.000314
Etv5,-0.002303
Tmem190,0.000126
Gfod2,0.048711
Enkd1,-0.003536
Atp6v0d1,-0.00047
Ptprs,-0.097068
Slc41a1,0.130791
Fer1l4,0.001301
X4931406B18Rik,0.007277
Iglon5,-3.6e-05
Igf2bp1,-0.001762
B4galnt2,0.000619
Zfp651,-0.001245
Nelfb,7.7e-05
Card14,0.055077
Tmem175,-0.084298
Bcas1,-0.025497
Tango2,-0.074658
X4833413E03Rik,0.000885
Aldh1a2,0.066731
Ndufs2,-0.000175
Snx31,-0.051468
Atraid,-0.002674
Cad,0.001766
Lypd8,-0.000721
Sh3bp5l,-0.00289
X1810065E05Rik,-0.00099
Atad1,0.079419
Pten,0.055762
X4933402N03Rik,0.000222
Pea15a,-0.107723
Timm23,0.046933
Tnfaip8l2,0.001117
Trnt1,0.04983
Ly6g6e,8.7e-05
Ehmt2,-0.072814
Elof1,-0.039543
Med16,0.002453
St3gal1,0.113248
Tmem259,0.005811
Rnf170,-0.067364
Clip3,-0.003532
Thap8,0.052879
Myl2,0.002442
Dedd,-0.000298
Mcemp1,0.166684
Nit1,-0.000726
Pax5,-0.035117
Prdm15,-0.100708
Rnf168,0.000215
Tctex1d2,-0.000684
Chp1,0.047868
Trpv4,0.058165
Klhl3,-0.001319
Tvp23b,-0.053404
Dnajc7,-0.005564
Zfp385c,0.000181
Cacybp,-0.029819
Cluap1,-0.001431
Zswim7,0.001504
Pigl,-0.000496
Ndufa2,-0.045966
Pam16,-0.056082
Glis2,-0.05518
Cox6c,-0.001574
Bicc1,-2.1e-05
Ube2z,0.028332
Gip,0.002513
Tmem87b,0.183717
Anapc1,-0.046608
Mertk,0.066764
Tsg101,-0.025955
Hps5,-0.053464
Map3k4,-0.156671
Piezo1,0.002156
Blk,-0.113011
Rnf166,-0.000432
Ankrd28,0.003277
Ankrd52,0.000587
Pkd2l2,-0.003196
Srp19,0.00094
Tmbim7,0.000651
Clec4f,-0.00145
Klra17,0.000341
Wdfy2,2.1e-05
Rbsn,0.079036
Mrps25,-0.070131
Dguok,-0.108316
Camta1,0.031835
Csf1,0.344327
Strip1,0.012168
Kif1a,0.003639
Alx3,-9.7e-05
Slc25a11,-0.049234
Chrne,-0.000409
Cmc2,-0.101128
Chfr,-0.001516
Ceacam16,-0.000588
Hoxa2,-0.003849
Adam28,0.080266
Tex261,0.000168
Fam120b,0.001052
Tbp,-0.000151
Psmb1,-5.6e-05
Pdcd2,-0.002628
Dll1,0.037271
Nol3,-0.001969
Fhod1,-0.078113
Plekhg4,6.5e-05
Slc9a5,-0.000826
Elmo3,-0.001131
Stc1,0.079109
X4931428F04Rik,0.00069
Tppp3,-0.138228
Msh3,-0.006518
Adamts13,8.5e-05
Tmem208,-0.001609
E2f4,0.000851
Surf4,0.105995
Surf2,0.000606
Dnajb9,0.107624
Naf1,0.037887
Yes1,0.062504
Ppp1cb,-0.002608
Gorasp2,0.043595
Tsen15,-0.002571
Efr3a,0.045208
Trappc2l,-0.073753
Acsf3,-0.012651
Ddx19a,-0.008325
Galns,0.01624
Gata2,-0.001659
C8g,-0.002377
Entpd2,-0.036361
Rabl6,-0.000912
Ptgds,0.00066
Edf1,-0.00064
Clic3,-0.078736
Npdc1,0.072336
Fbxw5,-0.012542
Slc25a13,-0.054125
Ube2i,0.034101
Tsr3,0.016102
Unkl,0.000536
Lrrk1,0.002593
Aldh1a3,0.056784
Actn1,0.042244
Sirt2,0.001022
Hnrnpl,-0.050887
Nolc1,0.15585
Casd1,-0.082504
Cnksr3,-0.001126
Mtmr1,-0.0043
Hmgb3,-0.001603
Map2,-0.067321
Cyp2j9,-0.016297
Abca1,0.141899
Nipsnap3b,0.05489
Lage3,-0.163569
Ubl4a,0.022
Gdi1,-0.001036
Sash1,0.116872
Gadd45b,0.504645
Slamf6,-0.002365
Slamf1,0.15934
Zdhhc12,0.001676
Endog,-0.005373
Cybb,0.137649
Golga7,-0.008812
Xk,-0.062897
Pcolce2,-0.109827
Cd48,-0.084896
Clpx,0.104836
Trabd,-0.000106
Mov10l1,0.008618
Dennd6b,0.002008
Cd83,0.081873
Cltrn,0.001894
Ace2,0.001157
Gzmb,0.404302
Gzmf,0.007232
C4a,0.011351
Ager,0.001042
Atf6b,0.000929
Egfl8,-0.005332
Notch4,0.000753
Ppt2,-0.102981
Prrt1,-0.00094
Rnf5,-0.123614
Fam163a,0.016998
Cacfd1,0.055277
Hivep2,0.000271
X2310057J18Rik,0.032073
Arnt,0.104224
Itga2,-0.000877
Mocs2,0.038222
Nat9,-0.000206
Lpl,0.086153
Atp6v0e,-0.000456
Nkx2.5,-0.035184
Zfp318,-0.035696
Ttbk1,-0.005098
Srf,-0.064857
Gata3,-0.096036
Gata5,-0.000254
Lama5,0.089972
Steap1,0.172686
Steap2,0.099419
Hspa8,0.041118
Serac1,0.002179
Awat1,-0.000171
Pdzd11,-0.001466
Psma2,0.133541
Mrpl32,0.006755
Setdb1,-0.000706
Anxa9,-0.004358
Arnt2,0.000451
Prune1,0.000347
Cers2,0.03377
Nlrp5,0.000143
Capza2,0.190973
Plekho1,-0.070087
Vps45,-0.064728
Prpf3,0.002186
Anp32e,-0.011272
Aph1a,-0.029403
Tab2,0.072468
Ppil4,0.038877
Cnih1,-0.072111
Eps8,0.157033
Med22,-0.005332
Abo,-0.014964
Surf1,-0.073224
Med28,0.043739
Qdpr,-0.131075
Gnrh1,-0.001393
Tnr,0.000778
Sqstm1,0.160291
Nfe2l2,0.162665
Rxrg,-0.040548
Rxra,-0.003809
Adamtsl4,0.107484
Fcrls,-0.089042
Cd5l,-0.238682
Prpsap1,-0.045169
Fam184b,-0.000115
Ncapg,-0.091504
Lcorl,-0.000666
Lta4h,-0.100777
Amdhd1,-0.00288
Dstn,0.064162
H2afy,0.022601
Gtf2ird2,0.078997
Bola1,-0.05171
Castor2,0.00107
Fcgr1,0.425005
Ncf1,0.182415
Wnt11,0.000722
Adss,0.10835
X1700016C15Rik,-0.000249
Il17rb,-0.003162
Cacna1d,0.000595
Chdh,-0.01399
Actr8,-0.001162
Lrrc27,0.00095
Stk32c,0.000572
Fnta,-0.062425
Skiv2l2,-0.004352
Lbp,0.216838
Celsr1,-0.001874
Fli1,-0.115542
Stard13,-0.001332
Tenm1,0.002015
Camk1g,-0.004261
Diexf,-0.000909
Hsd11b1,0.004192
Syt14,0.000151
H2.M3,0.165889
Lonrf3,0.002399
Atp5e,-0.050181
Nelfcd,-0.059363
Tubb1,-0.041445
Ctsz,0.085615
Prelid3b,0.064577
Sertad4,0.003527
H2.M2,-0.003418
Ube2a,-0.000899
Slc25a5,0.000487
Atp1b4,0.048507
Ppdpf,-0.140544
Kcnq2,0.000439
Eef1a2,9.3e-05
Col20a1,0.00954
Pls3,0.007293
Mpped2,-0.005272
Nkap,-0.001249
Ndufa1,-0.04692
Wt1,0.003607
E2f3,-0.00338
Cr1l,0.102403
Ppfibp1,0.071303
Cd46,0.10704
Cd34,-0.000847
Plgrkt,0.046003
Cd274,0.661833
Pdcd1lg2,0.073705
Gtf3a,-0.12685
Mtif3,-0.054981
Lnx2,0.0102
Il19,0.06873
Dyrk3,0.061813
Mapkapk2,0.21948
Il10,0.19192
Lamp2,0.099713
Atxn10,0.10392
Foxred2,-0.04268
Eif3d,0.066931
H3f3b,0.278176
Nup50,0.052204
Phf21b,0.000416
Ift27,-0.110541
Pacsin2,-0.036829
Cmah,-0.051978
Ttll12,-0.135836
Bik,0.001009
Scube1,-0.059409
Tox4,0.116767
Mrps18c,0.079748
Sulf1,0.120435
Srsf6,-7e-04
Plcg1,1.3e-05
Kctd2,-0.047932
Tmprss6,-0.001485
Kctd5,0.056888
Etaa1,-0.00987
Matn4,-0.02179
Slpi,0.200425
Svs5,-8.7e-05
Rbpjl,-0.049432
Sdc4,0.380742
Il13ra1,0.281638
Nbr1,0.000223
Cyth1,0.077764
Rnd3,0.109221
Brca1,-0.072118
Gast,0.006841
Cntnap1,0.002738
Nt5c3b,-0.1247
Coa3,-0.059493
Zpbp2,-0.001675
Gsdma,-0.000453
Med24,0.0809
Gsdma2,0.000156
Psmd3,0.059295
Exosc10,0.005854
Glod4,-0.001754
Vps53,-0.026204
Taok1,0.062079
Dnttip1,0.039623
Tnnc2,-0.000187
Acot8,-0.020463
Cd300lg,-0.221285
Spint4,-0.000427
Pyy,0.001942
Mpp2,-0.004078
Ppy,-0.005788
Vtn,-0.001483
Nlk,-0.109912
Traf4,-0.000924
Aldoc,-0.038477
Stac2,-0.098304
Rpl19,-0.022984
Nek8,0.051892
Cacnb4,-0.009982
Plxdc1,-0.102087
Arl5b,-0.011109
Zfp207,0.000905
Psmd11,0.080906
C1qtnf1,0.080034
Pipox,-0.00104
Timp2,-0.056989
Zc3h18,-0.000167
Top2b,-0.056151
Rarb,-0.001057
Igfbp4,-0.082885
Cdc6,-0.083893
Suz12,0.035603
Atad5,-0.06347
Crlf3,-0.07734
Tns4,-0.001793
Tnfaip1,0.111034
Abr,0.110208
Rab11fip4,-0.061643
Cd40,0.397511
Slc35c2,-0.009149
Zfp334,3.6e-05
Elmo2,0.000963
Wsb1,0.114158
Ttpal,0.062307
Rhot1,0.000195
Hnf4g,-0.000291
Rhbdl3,0.010638
Ada,0.010857
Serinc3,0.117936
Tha1,0.089913
Pgs1,0.222421
Birc5,-0.080923
Afmid,-0.045099
Pigt,-0.002287
Wfdc2,0.056987
Etv4,0.000811
Dbndd2,0.001576
Mmp9,0.107221
Slc12a5,-0.000778
Ghdc,-0.037814
Pltp,-0.147325
Slc12a7,0.000422
Ctsa,-0.036941
Zswim1,-0.001895
Slc12a4,0.112867
Spata25,0.000371
Myo1c,0.000146
Crk,0.080885
Cox7c,-0.035747
Pitpna,0.03608
Mlx,-0.002448
Retreg3,-0.076841
Jph2,-0.051099
Dhx58,0.556292
Rab5a,0.104913
Hspb9,0.000255
Nkiras2,0.091869
Ppp2r5c,-0.040028
Ift52,-0.106375
Mybl2,0.007678
Sgk2,-0.05118
Eya2,-0.004752
B4galt5,0.08863
Gdap1l1,0.002716
Hnf4a,-0.00055
Ptgis,-0.000905
Cadps2,0.002695
Ddx27,0.03084
Cyth3,0.055275
Cyth4,0.070188
Rac3,-0.006896
Rrp7a,0.000563
Cyb5r3,-0.000318
Ints2,-0.000156
Med13l,0.135886
Hist1h2bc,-0.08809
Baiap2l2,-0.035546
Mafk,0.2665
Med1,0.055695
Erbb3,0.002811
Stard3,0.082654
Ikzf3,-0.053077
Mfng,-0.114936
Vmp1,0.221685
Uchl5,-0.002641
Glrx2,-0.000367
Trove2,-0.089449
Stk4,-0.002293
Wfdc15b,0.002114
Pmp22,-0.089821
Gdf9,-0.000132
Zcchc10,-0.003519
Tbx5,-0.000994
Psmb6,0.046579
Spag7,-0.00393
Pfn1,-0.000572
Tomm34,0.000117
Ywhab,0.001527
Ksr1,0.203949
Gpx3,0.148496
Anxa6,0.083627
Il12rb2,0.029603
Zkscan6,0.118265
Kpna2,-0.04689
Smurf2,0.000381
Cep95,-0.095139
Vezf1,0.000998
Cuedc1,0.000773
Srsf1,-0.049032
Abi3,-0.066092
Shroom1,0.055174
Kif3a,-0.002618
Sept8,-0.098271
Mtmr4,-0.0823
Mrm1,-8.7e-05
Mapt,-0.043075
Kansl1,0.038117
Gid4,-0.000336
Myo1b,0.063369
Dhx40,0.117627
Ypel2,0.000457
Akap1,0.002472
Nol11,0.068351
Derl2,0.002017
C1qbp,0.009378
Rpain,-0.00071
X6330403K07Rik,-0.00781
Slc13a3,0.003376
Kcnab3,-0.038785
Chd3,-0.050776
Kdm6b,0.125648
X1700125H20Rik,0.000314
Appbp2,0.048334
Wnt9b,0.000329
Adora2b,0.183735
Ncor1,-7.8e-05
Trpv2,0.076709
Cenpv,-0.076113
Pcgf2,-0.014554
Cwc25,0.134168
X1700001P01Rik,0.009009
Pip4k2b,-0.076798
Trim37,-0.138415
Ybx2,-0.011739
Ctdnep1,-0.000338
Elp5,0.045398
Slc2a4,-0.06393
Gabarap,0.075233
Cldn7,0.043569
X2810408A11Rik,-0.030251
Phf23,0.049171
Acadvl,0.000591
Dnah11,-0.001131
G3bp1,-0.00269
Atox1,-0.050902
Glra2,0.000256
Sparc,-0.081746
Mief2,0.00341
Tbx3,-0.000825
Mmp20,0.001699
Mmp7,0.121395
Crhr1,-0.000892
Dusp14,-0.011872
Tada2a,-0.003505
Ikzf1,0.061357
Pnpo,-0.047563
Cog1,-0.000469
Cbx1,-0.060446
Cdk5rap3,-0.000196
Copz2,-0.053094
Slc25a39,-0.040191
Sp2,0.100274
Aatf,0.055314
Lhx1,-0.00558
Dync1h1,0.108777
Cpsf4l,-0.012488
Pex12,0.003277
Ndel1,0.103952
Slc25a35,-0.105592
Zbtb4,-0.127305
Tnfsfm13,-0.139858
Mpdu1,0.002556
Fxr2,8.2e-05
Atp5g3,-0.000357
Cd68,0.00387
Slc35g3,-5.4e-05
Acsl1,-0.001048
Abca5,-0.000302
Smyd4,-0.00626
Lsp1,0.00337
Zfyve27,0.034972
Avpi1,-0.001154
Sfrp5,-0.010978
Myh11,-0.002687
Rad51d,-0.122181
Fndc8,0.00038
Unc45b,0.003792
Pank3,-0.000811
Rars,0.094854
Wwc1,-5.5e-05
Mrpl58,-0.003175
Fdxr,-0.091574
Otop3,-0.009427
Sult4a1,0.002372
Pnpla5,0.000297
Mrpl45,0.042532
Mb,0.000231
Irf1,0.509008
Slc22a5,0.050636
P4ha2,0.109656
Alox12e,-0.005326
Arrb1,-0.164644
Csf2,0.09505
Tm4sf5,-0.000845
Cxcl16,0.271391
Pelp1,-0.000168
Med11,0.09728
Alox15,-0.008559
Heatr9,0.000754
Ccl6,0.000482
Ccl4,0.528742
Natd1,-0.065144
Map2k3,0.03635
Ywhah,-0.034437
Hoxb1,0.002026
Sart3,0.002107
E2f2,-0.009103
Slfn3,0.151551
Nars2,0.001365
Slc35b4,-0.096165
Dnah1,-0.000315
Dalrd3,-0.095693
Fis1,-0.000141
Plod1,0.000197
Rab3d,-0.000189
Mfsd3,-0.079282
Slc25a22,0.225598
Atp6ap1,0.022481
Dnase1l1,-0.117886
Aldh3a1,0.000674
Ccl9,0.147987
Scrn1,-0.030347
BC005537,0.038944
Isyna1,0.003724
Hars2,-0.00354
Cacng2,0.002044
Tmem160,-0.00172
Rab5c,0.189748
Styxl1,0.000146
Mdh2,0.033728
H13,0.139852
Rnf145,0.000108
Scn1b,-0.078637
Atp6v1e1,0.119934
Chtf18,-0.001008
Lhx9,-0.000333
Etnppl,-0.000858
Rps6kl1,0.000303
Ppp1r12c,0.064283
Ahr,0.005777
Map1s,0.00882
Dpep1,-0.000418
Tmem129,-0.07012
Nop9,-0.000261
Hsd17b1,-0.000805
Atp6v0a1,0.001152
Psmc3ip,-0.038318
Grb7,-0.045577
Noxo1,0.078523
Aoc3,-0.054821
Zfp687,0.002008
Gdpd2,-0.037819
D8Ertd738e,-8.5e-05
Sec14l4,-0.03863
Calm3,-0.101341
Cops3,-0.034775
Fkbp8,-0.026906
Ffar3,-0.000663
Ddx39b,0.053951
Gipc1,-0.001158
Tlcd1,-0.065035
Plscr3,-0.013917
Ptger1,-0.037747
Arhgef25,-0.075778
Xab2,0.00189
Cdc37,-0.056768
Rab4a,-0.044276
Trip10,0.111538
Cd70,0.002993
Cops6,0.000581
Ubb,0.129158
Ap4m1,-0.000533
Gyg,0.095017
Rcn3,-0.141398
Slc6a8,0.044435
Arid3a,0.096237
Pdk4,0.316805
Ubxn6,-0.000633
Mydgf,0.073455
Cyb561,0.117355
Sema6a,-0.07548
Ccdc12,-0.030849
Fmc1,-0.054359
Akt3,0.085289
Mrpl24,-0.036868
Gle1,-0.000598
L3hypdh,-0.02005
Lyst,0.047876
Slc35e1,-0.054897
Calr3,-0.001906
Tmc4,0.18533
Syne4,-0.000119
Polr2i,-0.057791
Prl8a1,-0.000153
Krt10,-0.042364
Iyd,-0.019413
Rmnd1,-0.107246
Ccdc170,-0.009121
Esr1,-0.00719
Vip,0.000416
Fbxo5,-0.085636
Mtrf1l,-0.090192
Rgs17,0.005701
Hdac2,-0.061392
Frk,0.040906
Rwdd1,0.024348
Clvs2,0.001092
Trdn,0.007266
Hey2,0.001645
Stxbp5,0.048183
Hint3,0.002941
Trmt11,-0.001581
Katna1,0.047326
Pcmt1,-0.000925
Lrp11,0.005703
X1700021F05Rik,-0.040778
Sec63,0.041556
Nr2e1,-0.000754
Snx3,-0.058456
Aig1,0.000752
Adat2,0.013022
Pex3,0.003197
Fuca2,-0.000109
Cep57l1,-0.109089
Ltv1,0.116889
Plagl1,0.004173
Cd164,0.13749
Utrn,0.054292
Smpd2,-0.008944
Mical1,-0.004421
Zbtb24,0.001892
Grm1,-0.005654
Wasf1,-0.003677
Rab32,0.089848
Amd.ps4,0.000338
Gtf3c6,0.000409
Slc16a10,-0.130817
Rev3l,-0.05055
Traf3ip2,0.099288
Fyn,-0.001897
Tube1,-0.01037
Lama4,0.063481
Popdc3,-0.00066
Prep,0.00051
Tnfaip3,0.506309
Perp,0.059119
Arfgef3,0.002541
Hebp2,-0.000939
Reps1,0.070232
Fam184a,-0.000182
Asf1a,0.001251
Gopc,0.000675
Qrsl1,0.004881
Rtn4ip1,-0.098599
Nmbr,-5e-05
Crybg1,0.262875
Gje1,0.053043
Vta1,0.04105
Smpdl3a,-0.000532
Reep3,0.153984
Fabp7,-0.000977
Pkib,0.13784
Serinc1,0.050001
Hsf2,-0.030565
Rspo3,-0.001001
Echdc1,-0.044706
Mgat4c,-0.000609
Ptprk,0.086482
Nts,0.202221
Dcbld1,0.007655
Lrriq1,-0.025162
Ros1,-0.000817
Slc6a15,-0.011814
Ccdc59,0.110246
Lama2,-0.051879
Rfx6,-4e-05
Gprc6a,-0.000301
Lin7a,-0.046783
Ppp1r12a,0.072793
Fam162b,-0.047828
Sim1,-0.000399
P4ha1,0.001202
Sept10,0.090822
Lims1,-0.001648
Zwint,0.0023
Ube2d1,-0.064629
Dcn,0.015288
Kera,-5.8e-05
Mrln,-0.000365
Slc17a8,0.000262
Epyc,0.000244
Cdk1,-0.173831
Atp2b1,-0.000266
Rhobtb1,-0.00159
Cabcoco1,-0.005283
Arid5b,0.217123
Actr6,-0.070822
Uhrf1bp1l,0.108827
Poc1b,-0.090751
Dusp6,0.003621
Tmpo,-0.055732
Kitl,-0.106497
Psen1,0.088719
Sgk1,0.186281
Cep290,-0.022908
Ikbip,-0.143211
Hbs1l,0.006334
Epb41l2,-0.049427
Apaf1,0.181998
Myb,-0.059854
Med23,-0.000177
Ahi1,0.048908
Arg1,0.131712
Nedd1,-0.012449
Enpp3,-0.010763
Pde7b,0.119453
Mtfr2,-0.004546
Map7,0.000126
Ctgf,0.10705
Stx7,0.000425
Moxd1,0.002206
Pex7,0.001176
Il20ra,0.000404
Ifngr1,0.002814
Vnn3,0.064638
Cfap54,-3.7e-05
Cdk17,0.085834
Hal,0.000654
Snrpf,-0.001971
Ntn4,-0.094711
Usp44,-0.000603
Fgd6,-0.001806
Ndufa12,0.000243
Tmcc3,0.080496
Cep83,0.000447
Socs2,0.292519
Nudt4,0.047995
Nuak1,-0.077689
X4930463O16Rik,-0.009324
Tcp11l2,0.011623
Rfx4,-0.01182
Cry1,0.004549
Btbd11,-0.071409
Timp3,0.19353
Hsp90b1,0.001154
Pah,-0.00197
Ascl1,-0.008891
Igf1,-0.215559
Washc3,-0.060549
Dram1,0.184013
Sycp3,0.001035
Mybpc1,-0.000817
Slc5a8,0.01099
Sirt1,0.002056
Herc4,0.057408
Mypn,-0.000117
Hnrnph3,-0.103406
Rufy2,-0.000719
Pbld2,-0.070785
Ccar1,0.000148
Ddx21,0.191622
Ddx50,0.061435
Srgn,0.283762
Vps26a,0.000733
Supv3l1,0.054765
Hkdc1,0.000111
Tacr2,-0.000514
Fam241b,-0.000771
Aifm2,0.076379
H2afy2,0.051521
Tysnd1,-0.078626
Sar1a,0.13209
Ppa1,0.256554
Npffr1,0.000251
Eif4ebp2,-0.065295
Pald1,-0.034964
Tbata,-0.001749
Sgpl1,0.048012
Pcbd1,-0.029053
Unc5b,0.002344
Slc29a3,8.5e-05
Vsir,0.000596
Slc16a7,-0.002374
Lrig3,-0.000202
Anapc16,0.046015
Ddit4,0.185545
Dnajb12,0.031869
Micu1,-0.034857
Cand1,0.000719
Tbk1,0.219934
Pno1,0.059326
Plek,0.158103
Srgap1,0.093906
Egfr,0.181837
Avpr1a,0.020899
Usp15,-0.000478
Elane,-0.066843
Vps54,0.137343
Tbc1d15,0.087604
Pcsk4,0.001638
Rab21,1.6e-05
X2310011J03Rik,0.050199
Peli1,0.10486
Apc2,-0.006818
Thap2,-0.078059
Lgr5,-0.000844
Slc1a4,0.175464
Dock2,-0.05127
Rab1a,0.077912
Gamt,-0.137919
Ptprr,-0.009435
Actr2,0.065576
Ndufs7,-0.0314
Ptprb,-0.161629
Kcnmb1,-0.037143
Mum1,-0.032226
Gabrp,-0.01434
Meis1,-0.106227
Uqcr11,-0.053351
Kcnmb4os1,4.4e-05
Cnot2,0.000672
Tcf3,-0.053263
Olfr299,1.7e-05
Best3,2.9e-05
Frs2,0.001672
Yeats4,0.028635
Cobl,-0.000254
Rab36,-0.072406
Grb10,-0.000139
X9530003J23Rik,-9.2e-05
Adora2a,0.06423
Snrpd3,0.016066
Nav3,0.087826
Ddc,-0.002915
Cpm,-0.088874
Mdm2,0.105219
E2f7,-8.5e-05
Csrp2,-0.151044
Osbpl8,-0.000784
Mknk2,-0.081149
Spata48,0.030512
Zpbp,1.5e-05
Cabin1,0.001673
Ap3d1,0.00078
Phlda1,0.048625
Sf3a2,0.053316
Mdm1,-0.035269
Jsrp1,-0.000905
Wif1,-0.003237
Timm13,-0.045549
Vps13d,0.03435
Llph,0.065459
Tmbim4,0.185006
Slc5a4b,0.000493
Irak3,0.456554
Helb,0.047699
Slc5a4a,-0.001518
Prmt2,-0.003766
Dip2a,-0.064648
Hmg20b,-0.039069
X4930404N11Rik,0.000326
Fzr1,0.003342
Ncln,0.000981
Col6a2,-0.074532
Hcfc2,-0.001007
Nfyb,0.001025
Txnrd1,0.193007
Glt8d2,0.001033
Ppm1m,-0.157215
D10Wsu102e,0.131582
Aldh1l2,0.000366
Wdr82,-0.002085
Glyctk,-0.001266
Pofut2,0.008193
Slc36a1,-0.072693
Adarb1,0.001633
Appl2,-0.052895
Slc36a2,-0.003981
Sumo3,-0.030815
Hint1,0.000217
Lyrm7,-0.021413
Fbxw11,0.067968
Stk10,1e-04
Papolg,-0.000692
Rel,0.16499
Pfkl,0.000466
Il9r,-0.002282
Pus10,0.034326
Rhbdf1,0.053847
Pex13,0.035638
X1810043G02Rik,-0.0014
X1700093K21Rik,0.000449
Mpg,0.000756
Ahsa2,-0.056529
Nprl3,-0.043896
Xpo1,-0.054121
Hbq1a,-0.001331
Nsg2,0.000954
Cpeb4,0.08766
Stc2,0.000775
Asb3,-0.039256
Cdc34,0.038328
Tpgs1,-0.000559
Chac2,-0.195503
Madcam1,0.007079
Erlec1,-0.000576
Shc2,0.000785
Sptbn1,-0.062322
Theg,0.001544
Wdpcp,-0.003336
Mdh1,-0.093282
Prss57,-0.058221
Fstl3,-0.048435
Ccng1,0.000446
Fgf22,0.000191
Nudcd2,-0.000831
Polrmt,-0.059769
Hmmr,-0.101869
Hcn2,-0.017093
Meikin,0.024106
Acsl6,-0.000721
Slc22a4,-0.078317
Zfp354b,-0.042001
Cyfip2,0.044178
Mgat1,0.023168
Ppp2ca,0.047777
Sgcd,0.000534
Flt4,0.002348
Hnrnpab,0.047842
Phykpl,0.004183
Hspa4,0.02521
Cnot6,-0.064819
Gfpt2,0.089205
Zfp354a,-0.001638
Mapk9,8.3e-05
Canx,-0.001276
